Chidamber-Kemerer metrics,Wed, 1 May 2024 02:22:47 GMT-05:00
Class,CBO,DIT,LCOM,NOC,RFC,WMC
org.apache.pdfbox.pdmodel.interactive.action.PDActionSubmitForm,7,2,1,0,16,9
org.apache.pdfbox.pdmodel.interactive.action.PDActionThread,6,2,1,0,14,8
org.apache.pdfbox.pdmodel.interactive.action.PDActionURI,16,2,1,0,19,12
org.apache.pdfbox.pdmodel.interactive.action.PDActionURITest,5,1,3,0,12,4
org.apache.pdfbox.pdmodel.interactive.action.PDAdditionalActions,6,1,1,0,9,5
org.apache.pdfbox.pdmodel.interactive.action.PDAnnotationAdditionalActions,8,1,1,0,29,33
org.apache.pdfbox.pdmodel.interactive.action.PDDocumentCatalogAdditionalActions,5,1,1,0,17,18
org.apache.pdfbox.pdmodel.interactive.action.PDFormFieldAdditionalActions,10,1,1,0,15,15
org.apache.pdfbox.pdmodel.interactive.action.PDPageAdditionalActions,6,1,1,0,13,9
org.apache.pdfbox.pdmodel.interactive.action.PDTargetDirectory,8,1,1,0,32,27
org.apache.pdfbox.pdmodel.interactive.action.PDURIDictionary,3,1,1,0,8,5
org.apache.pdfbox.pdmodel.interactive.action.PDWindowsLaunchParams,4,1,1,0,15,11
org.apache.pdfbox.pdmodel.interactive.annotation.AnnotationFilter,n/a,n/a,n/a,n/a,1,n/a
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation,104,1,3,6,108,87
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationFileAttachment,7,3,3,0,14,7
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine,19,3,11,0,56,41
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLink,20,2,8,0,36,22
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationMarkup,38,2,27,6,108,89
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationPopup,5,2,3,0,14,6
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationRubberStamp,9,3,1,0,8,4
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationSquareCircle,20,3,5,0,41,25
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationTest,8,1,1,0,12,2
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationText,9,3,6,0,25,14
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationTextMarkup,16,3,2,0,25,17
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationUnknown,7,2,0,0,2,1
org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationWidget,49,2,6,0,27,19
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary,22,1,1,0,29,26
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceDictionary,26,1,1,0,17,15
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceEntry,19,1,1,0,14,11
org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceStream,27,3,0,0,4,2
org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderEffectDictionary,9,1,1,0,12,7
org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderStyleDictionary,24,1,1,0,20,12
org.apache.pdfbox.pdmodel.interactive.annotation.PDExternalDataDictionary,4,1,1,0,10,6
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.AnnotationBorder,14,1,1,0,12,11
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.CloudyBorder,8,1,1,0,74,116
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDAbstractAppearanceHandler,34,1,4,16,78,46
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDAppearanceHandler,n/a,n/a,n/a,n/a,4,n/a
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDCaretAppearanceHandler,12,2,1,0,40,7
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDCircleAppearanceHandler,17,2,1,0,56,11
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDFileAttachmentAppearanceHandler,10,2,1,0,30,7
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDFreeTextAppearanceHandler,38,2,1,0,121,49
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDHighlightAppearanceHandler,20,2,1,0,53,18
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDInkAppearanceHandler,11,2,1,0,39,15
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDLineAppearanceHandler,15,2,1,0,71,27
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDLinkAppearanceHandler,15,2,1,0,40,20
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDPolygonAppearanceHandler,17,2,1,0,60,23
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDPolylineAppearanceHandler,17,2,2,0,60,25
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDSoundAppearanceHandler,4,2,1,0,8,6
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDSquareAppearanceHandler,17,2,1,0,52,11
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDSquigglyAppearanceHandler,22,2,1,0,67,12
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDStrikeoutAppearanceHandler,12,2,1,0,41,15
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDTextAppearanceHandler,17,2,1,0,92,51
org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDUnderlineAppearanceHandler,12,2,1,0,41,15
org.apache.pdfbox.pdmodel.interactive.annotation.layout.AppearanceStyle,4,1,2,0,6,6
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText,6,1,1,0,10,6
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.Line,6,1,1,0,18,8
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.Paragraph,6,1,1,0,22,6
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.TextAttribute,3,2,0,0,2,1
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.Word,3,1,2,0,4,4
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainTextFormatter,12,1,1,0,22,19
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainTextFormatter.Builder,6,1,7,0,11,9
org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainTextFormatter.TextAlign,2,n/a,2,n/a,5,5
org.apache.pdfbox.pdmodel.interactive.digitalsignature.COSFilterInputStream,4,3,2,0,18,15
org.apache.pdfbox.pdmodel.interactive.digitalsignature.ExternalSigningSupport,n/a,n/a,n/a,n/a,2,n/a
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuild,6,1,1,0,14,12
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuildDataDict,6,1,1,0,40,24
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValue,10,1,1,0,62,55
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueCertificate,8,1,1,0,73,65
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueMDP,4,1,1,0,10,6
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueTimeStamp,4,1,1,0,13,8
org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature,26,1,1,0,62,40
org.apache.pdfbox.pdmodel.interactive.digitalsignature.SignatureInterface,n/a,n/a,n/a,n/a,1,n/a
org.apache.pdfbox.pdmodel.interactive.digitalsignature.SignatureOptions,11,1,3,0,19,14
org.apache.pdfbox.pdmodel.interactive.digitalsignature.SigningSupport,3,1,1,0,7,5
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateBuilder,n/a,n/a,n/a,n/a,31,n/a
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator,15,1,1,0,65,4
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure,20,1,26,0,61,55
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder,28,1,1,0,142,34
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties,6,1,7,0,20,17
org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner,9,1,5,0,72,49
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDDestination,25,1,1,4,13,10
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDNamedDestination,9,2,1,0,10,10
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageDestination,26,2,1,5,23,23
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitDestination,4,3,1,0,9,5
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitHeightDestination,3,3,1,0,14,8
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitRectangleDestination,3,3,1,0,16,14
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitWidthDestination,5,3,1,0,14,8
org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageXYZDestination,7,3,1,0,17,12
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDDocumentOutline,15,3,3,0,9,5
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDDocumentOutlineTest,3,1,2,0,9,2
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItem,33,3,6,0,63,40
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItemIterator,4,1,2,0,8,8
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItemIteratorTest,2,1,4,0,13,4
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItemTest,2,1,1,0,27,15
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineNode,18,2,1,2,41,36
org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineNodeTest,3,1,3,0,47,30
org.apache.pdfbox.pdmodel.interactive.form.AcroFormsRotationTest,5,1,1,0,19,4
org.apache.pdfbox.pdmodel.interactive.form.AlignmentTest,5,1,1,0,18,4
org.apache.pdfbox.pdmodel.interactive.form.AppearanceGeneratorHelper,49,1,1,0,207,98
org.apache.pdfbox.pdmodel.interactive.form.AppearanceStyle,4,1,2,0,6,6
org.apache.pdfbox.pdmodel.interactive.form.CombAlignmentTest,5,1,1,0,17,3
org.apache.pdfbox.pdmodel.interactive.form.ControlCharacterTest,8,1,1,0,30,14
org.apache.pdfbox.pdmodel.interactive.form.FieldUtils,7,1,4,0,17,13
org.apache.pdfbox.pdmodel.interactive.form.FieldUtils.KeyValue,4,1,2,0,4,4
org.apache.pdfbox.pdmodel.interactive.form.FieldUtils.KeyValueKeyComparator,2,1,1,0,2,1
org.apache.pdfbox.pdmodel.interactive.form.FieldUtils.KeyValueValueComparator,2,1,1,0,2,1
org.apache.pdfbox.pdmodel.interactive.form.HandleDifferentDALevelsTest,12,1,1,0,30,12
org.apache.pdfbox.pdmodel.interactive.form.MultilineFieldsTest,12,1,1,0,38,14
org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm,100,1,3,0,133,85
org.apache.pdfbox.pdmodel.interactive.form.PDAcroFormFlattenTest,5,1,1,0,59,30
org.apache.pdfbox.pdmodel.interactive.form.PDAcroFormFromAnnotsTest,14,1,3,0,39,14
org.apache.pdfbox.pdmodel.interactive.form.PDAcroFormFromAnnotsTest.CreateFieldsFixup,4,2,1,0,5,2
org.apache.pdfbox.pdmodel.interactive.form.PDAcroFormGenerateAppearancesTest,3,1,3,0,10,3
org.apache.pdfbox.pdmodel.interactive.form.PDAcroFormTest,19,1,5,0,86,22
org.apache.pdfbox.pdmodel.interactive.form.PDButton,23,3,2,3,62,48
org.apache.pdfbox.pdmodel.interactive.form.PDButtonTest,13,1,1,0,74,26
org.apache.pdfbox.pdmodel.interactive.form.PDCheckBox,16,4,1,0,19,10
org.apache.pdfbox.pdmodel.interactive.form.PDChoice,19,4,2,2,63,42
org.apache.pdfbox.pdmodel.interactive.form.PDChoiceTest,11,1,1,0,24,6
org.apache.pdfbox.pdmodel.interactive.form.PDComboBox,10,5,2,0,16,6
org.apache.pdfbox.pdmodel.interactive.form.PDDefaultAppearanceString,21,1,1,0,40,35
org.apache.pdfbox.pdmodel.interactive.form.PDDefaultAppearanceStringTest,7,1,1,0,16,4
org.apache.pdfbox.pdmodel.interactive.form.PDField,67,1,5,2,60,45
org.apache.pdfbox.pdmodel.interactive.form.PDFieldFactory,17,1,1,0,22,18
org.apache.pdfbox.pdmodel.interactive.form.PDFieldTree,3,1,1,0,5,3
org.apache.pdfbox.pdmodel.interactive.form.PDFieldTree.FieldIterator,5,1,2,0,20,10
org.apache.pdfbox.pdmodel.interactive.form.PDFieldTreeTest,4,1,1,0,10,2
org.apache.pdfbox.pdmodel.interactive.form.PDListBox,11,5,2,0,13,6
org.apache.pdfbox.pdmodel.interactive.form.PDNonTerminalField,26,2,5,0,49,27
org.apache.pdfbox.pdmodel.interactive.form.PDPushButton,10,4,6,0,17,10
org.apache.pdfbox.pdmodel.interactive.form.PDRadioButton,15,4,3,0,22,11
org.apache.pdfbox.pdmodel.interactive.form.PDSignatureField,22,3,6,0,43,23
org.apache.pdfbox.pdmodel.interactive.form.PDSignatureFieldTest,10,1,2,0,26,4
org.apache.pdfbox.pdmodel.interactive.form.PDTerminalField,43,2,6,3,43,24
org.apache.pdfbox.pdmodel.interactive.form.PDTextField,21,4,4,0,38,24
org.apache.pdfbox.pdmodel.interactive.form.PDTextFieldTest,9,1,1,0,15,3
org.apache.pdfbox.pdmodel.interactive.form.PDVariableText,22,3,4,2,28,20
org.apache.pdfbox.pdmodel.interactive.form.PDXFAResource,7,1,1,0,16,11
org.apache.pdfbox.pdmodel.interactive.form.PlainText,7,1,1,0,11,7
org.apache.pdfbox.pdmodel.interactive.form.PlainText.Line,6,1,1,0,18,8
org.apache.pdfbox.pdmodel.interactive.form.PlainText.Paragraph,7,1,1,0,24,10
org.apache.pdfbox.pdmodel.interactive.form.PlainText.TextAttribute,3,2,0,0,2,1
org.apache.pdfbox.pdmodel.interactive.form.PlainText.Word,3,1,2,0,4,4
org.apache.pdfbox.pdmodel.interactive.form.PlainTextFormatter,11,1,1,0,22,19
org.apache.pdfbox.pdmodel.interactive.form.PlainTextFormatter.Builder,6,1,7,0,11,9
org.apache.pdfbox.pdmodel.interactive.form.PlainTextFormatter.TextAlign,2,n/a,2,n/a,5,5
org.apache.pdfbox.pdmodel.interactive.form.PlainTextTest,1,1,6,0,10,6
org.apache.pdfbox.pdmodel.interactive.form.ScriptingHandler,n/a,n/a,n/a,n/a,4,n/a
org.apache.pdfbox.pdmodel.interactive.form.TestCheckBox,18,3,4,0,54,6
org.apache.pdfbox.pdmodel.interactive.form.TestFields,12,3,4,0,45,9
org.apache.pdfbox.pdmodel.interactive.form.TestListBox,8,3,3,0,41,5
org.apache.pdfbox.pdmodel.interactive.form.TestRadioButtons,16,1,9,0,62,10
org.apache.pdfbox.pdmodel.interactive.measurement.PDMeasureDictionary,5,1,2,1,9,6
org.apache.pdfbox.pdmodel.interactive.measurement.PDNumberFormatDictionary,4,1,2,0,37,26
org.apache.pdfbox.pdmodel.interactive.measurement.PDRectlinearMeasureDictionary,5,2,16,0,38,39
org.apache.pdfbox.pdmodel.interactive.measurement.PDViewportDictionary,8,1,2,0,17,12
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThread,5,1,1,0,14,10
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThreadBead,9,1,1,0,23,17
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransition,14,2,7,0,30,17
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionDimension,2,n/a,2,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionDirection,7,n/a,3,n/a,5,3
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionDirectionTest,3,1,1,0,6,1
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionMotion,2,n/a,2,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionStyle,3,n/a,2,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionTest,9,1,6,0,36,10
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences,12,1,1,0,42,36
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.BOUNDARY,1,n/a,2,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.DUPLEX,3,n/a,2,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.NON_FULL_SCREEN_PAGE_MODE,1,n/a,2,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.PRINT_SCALING,1,n/a,2,n/a,2,0
org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences.READING_DIRECTION,1,n/a,2,n/a,2,0
org.apache.pdfbox.preflight.Benchmark,7,1,1,0,32,7
org.apache.pdfbox.preflight.Format,5,n/a,3,n/a,4,2
org.apache.pdfbox.preflight.PreflightConfiguration,42,1,3,0,30,25
org.apache.pdfbox.preflight.PreflightConstants,n/a,n/a,n/a,n/a,0,n/a
org.apache.pdfbox.preflight.PreflightContext,89,1,10,0,38,30
org.apache.pdfbox.preflight.PreflightDocument,26,2,3,0,23,19
org.apache.pdfbox.preflight.PreflightPath,16,1,1,0,21,14
org.apache.pdfbox.preflight.TestInvalidDirectory,6,1,2,0,25,11
org.apache.pdfbox.preflight.TestIsartorBavaria,7,1,2,0,63,32
org.apache.pdfbox.preflight.TestPDFBox3741,5,1,1,0,16,1
org.apache.pdfbox.preflight.TestPreflightConfiguration,6,1,2,0,18,8
org.apache.pdfbox.preflight.TestPreflightPath,1,1,2,0,16,2
org.apache.pdfbox.preflight.TestValidDirectory,6,1,2,0,25,11
org.apache.pdfbox.preflight.ValidationResult,20,1,2,0,14,15
org.apache.pdfbox.preflight.ValidationResult.ValidationError,82,1,6,0,25,46
org.apache.pdfbox.preflight.Validator_A1b,10,1,1,0,57,22
org.apache.pdfbox.preflight.action.AbstractActionManager,17,1,1,8,11,11
org.apache.pdfbox.preflight.action.ActionManagerFactory,27,1,1,0,38,25
org.apache.pdfbox.preflight.action.GoToAction,12,2,1,1,7,3
org.apache.pdfbox.preflight.action.GoToRemoteAction,16,3,1,0,18,10
org.apache.pdfbox.preflight.action.HideAction,11,2,1,0,12,5
org.apache.pdfbox.preflight.action.InvalidAction,6,2,1,0,5,2
org.apache.pdfbox.preflight.action.NamedAction,7,2,1,0,7,4
org.apache.pdfbox.preflight.action.SubmitAction,8,2,1,0,6,3
org.apache.pdfbox.preflight.action.ThreadAction,11,2,1,0,11,4
org.apache.pdfbox.preflight.action.UndefAction,6,2,1,0,5,2
org.apache.pdfbox.preflight.action.UriAction,11,2,1,0,9,4
org.apache.pdfbox.preflight.action.pdfa1b.AbstractTestAction,20,1,1,8,29,11
org.apache.pdfbox.preflight.action.pdfa1b.TestForbiddenAction,4,2,1,0,11,7
org.apache.pdfbox.preflight.action.pdfa1b.TestGotoAction,5,2,3,0,7,5
org.apache.pdfbox.preflight.action.pdfa1b.TestGotoRemoteAction,5,2,3,0,11,13
org.apache.pdfbox.preflight.action.pdfa1b.TestHideAction,4,2,1,0,13,5
org.apache.pdfbox.preflight.action.pdfa1b.TestNamedAction,4,2,1,0,12,7
org.apache.pdfbox.preflight.action.pdfa1b.TestSubmitAction,4,2,1,0,10,6
org.apache.pdfbox.preflight.action.pdfa1b.TestThreadAction,4,2,1,0,12,4
org.apache.pdfbox.preflight.action.pdfa1b.TestUriAction,7,2,3,0,15,6
org.apache.pdfbox.preflight.annotation.AnnotationValidator,31,1,1,12,44,34
org.apache.pdfbox.preflight.annotation.AnnotationValidatorFactory,11,1,3,1,16,5
org.apache.pdfbox.preflight.annotation.FreeTextAnnotationValidator,6,2,1,0,5,2
org.apache.pdfbox.preflight.annotation.InkAnnotationValidator,7,2,1,0,6,2
org.apache.pdfbox.preflight.annotation.LineAnnotationValidator,9,2,2,0,12,5
org.apache.pdfbox.preflight.annotation.LinkAnnotationValidator,13,2,1,0,15,5
org.apache.pdfbox.preflight.annotation.MarkupAnnotationValidator,7,2,1,0,6,2
org.apache.pdfbox.preflight.annotation.PopupAnnotationValidator,5,2,0,0,3,1
org.apache.pdfbox.preflight.annotation.PrintMarkAnnotationValidator,5,2,0,0,3,1
org.apache.pdfbox.preflight.annotation.RubberStampAnnotationValidator,5,2,0,0,3,1
org.apache.pdfbox.preflight.annotation.SquareCircleAnnotationValidator,8,2,1,0,10,4
org.apache.pdfbox.preflight.annotation.TextAnnotationValidator,8,2,1,0,9,3
org.apache.pdfbox.preflight.annotation.TrapNetAnnotationValidator,5,2,0,0,3,1
org.apache.pdfbox.preflight.annotation.WidgetAnnotationValidator,8,2,1,0,9,4
org.apache.pdfbox.preflight.annotation.pdfa.PDFAbAnnotationFactory,15,2,1,0,2,1
org.apache.pdfbox.preflight.content.ContentStreamException,5,5,1,0,7,5
org.apache.pdfbox.preflight.content.PreflightContentStream,27,3,2,0,54,33
org.apache.pdfbox.preflight.content.PreflightStreamEngine,73,2,1,2,69,60
org.apache.pdfbox.preflight.content.PreflightStreamEngine.ColorSpaceType,1,n/a,2,n/a,2,0
org.apache.pdfbox.preflight.content.StubOperator,14,2,2,0,28,42
org.apache.pdfbox.preflight.exception.MissingValidationProcessException,3,5,1,0,3,2
org.apache.pdfbox.preflight.exception.SyntaxValidationException,9,5,1,0,7,4
org.apache.pdfbox.preflight.exception.ValidationException,61,4,1,3,8,5
org.apache.pdfbox.preflight.font.CIDType0FontValidator,9,4,2,0,7,3
org.apache.pdfbox.preflight.font.CIDType2FontValidator,9,4,2,0,7,3
org.apache.pdfbox.preflight.font.DescendantFontValidator,17,3,1,2,25,11
org.apache.pdfbox.preflight.font.FontValidator,14,1,4,3,7,4
org.apache.pdfbox.preflight.font.SimpleFontValidator,15,2,1,3,15,11
org.apache.pdfbox.preflight.font.TrueTypeFontValidator,18,3,1,0,15,7
org.apache.pdfbox.preflight.font.Type0FontValidator,27,2,1,0,52,29
org.apache.pdfbox.preflight.font.Type1FontValidator,17,3,1,0,16,7
org.apache.pdfbox.preflight.font.Type3FontValidator,31,2,1,0,66,43
org.apache.pdfbox.preflight.font.container.CIDType0Container,4,2,1,0,4,2
org.apache.pdfbox.preflight.font.container.CIDType2Container,4,2,1,0,4,2
org.apache.pdfbox.preflight.font.container.FontContainer,26,1,3,6,32,18
org.apache.pdfbox.preflight.font.container.TrueTypeContainer,4,2,1,0,5,3
org.apache.pdfbox.preflight.font.container.Type0Container,4,2,1,0,13,9
org.apache.pdfbox.preflight.font.container.Type1Container,7,2,1,0,8,3
org.apache.pdfbox.preflight.font.container.Type3Container,3,2,1,0,4,2
org.apache.pdfbox.preflight.font.descriptor.CIDType0DescriptorHelper,17,2,1,0,22,10
org.apache.pdfbox.preflight.font.descriptor.CIDType2DescriptorHelper,17,2,1,0,20,9
org.apache.pdfbox.preflight.font.descriptor.FontDescriptorHelper,24,1,2,4,46,23
org.apache.pdfbox.preflight.font.descriptor.TrueTypeDescriptorHelper,18,2,1,0,17,8
org.apache.pdfbox.preflight.font.descriptor.Type1DescriptorHelper,14,2,1,0,20,10
org.apache.pdfbox.preflight.font.util.FontMetaDataValidation,14,1,1,0,24,15
org.apache.pdfbox.preflight.font.util.GlyphDetail,2,1,2,0,4,5
org.apache.pdfbox.preflight.font.util.GlyphException,4,3,2,0,8,5
org.apache.pdfbox.preflight.font.util.PreflightType3Stream,12,3,1,0,33,11
org.apache.pdfbox.preflight.graphic.ColorSpaceHelper,n/a,n/a,n/a,n/a,1,n/a
org.apache.pdfbox.preflight.graphic.ColorSpaceHelperFactory,13,1,1,0,4,4
org.apache.pdfbox.preflight.graphic.ColorSpaceHelperFactory.ColorSpaceRestriction,6,n/a,2,n/a,2,0
org.apache.pdfbox.preflight.graphic.ColorSpaces,3,n/a,3,n/a,5,3
org.apache.pdfbox.preflight.graphic.DeviceColorSpaceHelper,8,2,1,0,12,6
org.apache.pdfbox.preflight.graphic.ICCProfileWrapper,17,1,3,0,31,13
org.apache.pdfbox.preflight.graphic.NoPatternColorSpaceHelper,6,2,1,0,5,2
org.apache.pdfbox.preflight.graphic.StandardColorSpaceHelper,30,1,1,2,63,64
org.apache.pdfbox.preflight.integration.AbstractInvalidFileTester,9,1,1,2,41,16
org.apache.pdfbox.preflight.integration.TestInvalidFiles,2,2,2,0,24,9
org.apache.pdfbox.preflight.integration.TestIsartorValidation,2,2,2,0,25,9
org.apache.pdfbox.preflight.integration.TestValidFiles,6,1,3,0,33,13
org.apache.pdfbox.preflight.metadata.PDFAIdentificationValidation,9,1,1,0,20,10
org.apache.pdfbox.preflight.metadata.RDFAboutAttributeConcordanceValidation,5,1,1,0,8,5
org.apache.pdfbox.preflight.metadata.RDFAboutAttributeConcordanceValidation.DifferentRDFAboutException,2,3,0,0,2,1
org.apache.pdfbox.preflight.metadata.SynchronizedMetaDataValidation,20,1,3,0,74,65
org.apache.pdfbox.preflight.metadata.TestMetadataFiles,5,1,1,0,15,5
org.apache.pdfbox.preflight.metadata.TestSynchronizedMetadataValidation,12,1,1,0,64,19
org.apache.pdfbox.preflight.metadata.UniquePropertiesValidation,13,1,1,0,13,7
org.apache.pdfbox.preflight.metadata.XpacketParsingException,2,3,1,0,6,4
org.apache.pdfbox.preflight.parser.PreflightParser,44,4,2,0,127,97
org.apache.pdfbox.preflight.parser.TestPreflightConfiguration,4,1,3,0,9,3
org.apache.pdfbox.preflight.parser.TestPreflightConfiguration.MockProcess,5,1,1,1,1,1
org.apache.pdfbox.preflight.parser.TestPreflightConfiguration.MockProcess2,4,2,1,0,1,1
org.apache.pdfbox.preflight.parser.TestXmlResultParser,3,1,1,0,22,5
org.apache.pdfbox.preflight.parser.XmlResultParser,9,1,1,0,45,11
org.apache.pdfbox.preflight.process.AbstractProcess,25,1,1,19,12,13
org.apache.pdfbox.preflight.process.AcroFormValidationProcess,19,2,1,0,21,17
org.apache.pdfbox.preflight.process.BookmarkValidationProcess,21,2,1,0,30,34
org.apache.pdfbox.preflight.process.CatalogValidationProcess,26,2,1,0,62,30
org.apache.pdfbox.preflight.process.EmptyValidationProcess,5,1,1,0,1,1
org.apache.pdfbox.preflight.process.FileSpecificationValidationProcess,12,2,1,0,14,6
org.apache.pdfbox.preflight.process.MetadataValidationProcess,29,2,1,0,47,28
org.apache.pdfbox.preflight.process.PageTreeValidationProcess,14,2,1,0,17,6
org.apache.pdfbox.preflight.process.StreamValidationProcess,20,2,1,0,36,38
org.apache.pdfbox.preflight.process.TrailerValidationProcess,17,2,1,0,42,52
org.apache.pdfbox.preflight.process.ValidationProcess,n/a,n/a,n/a,n/a,1,n/a
org.apache.pdfbox.preflight.process.XRefValidationProcess,8,2,1,0,8,3
org.apache.pdfbox.preflight.process.reflect.ActionsValidationProcess,11,2,1,0,13,4
org.apache.pdfbox.preflight.process.reflect.AnnotationValidationProcess,10,2,1,0,11,4
org.apache.pdfbox.preflight.process.reflect.DestinationValidationProcess,15,2,1,0,22,10
org.apache.pdfbox.preflight.process.reflect.ExtGStateValidationProcess,19,2,1,0,40,33
org.apache.pdfbox.preflight.process.reflect.FontValidationProcess,17,2,1,0,17,11
org.apache.pdfbox.preflight.process.reflect.GraphicObjectPageValidationProcess,15,2,1,0,11,6
org.apache.pdfbox.preflight.process.reflect.ResourcesValidationProcess,23,2,1,0,43,21
