,Class,DIT,LCOM,RFC,WMC,Version
5484,org.apache.pdfbox.text.TestTextStripper,3.0,4.0,97,46.0,
5485,org.apache.pdfbox.text.TestTextStripper.PDFTabulaTextStripper,4.0,1.0,13,7.0,
5486,org.apache.pdfbox.text.TextPosition,1.0,9.0,79,91.0,
5487,org.apache.pdfbox.text.TextPositionComparator,1.0,1.0,7,4.0,
5488,org.apache.pdfbox.tools.AngleCollector,4.0,1.0,6,3.0,
5489,org.apache.pdfbox.tools.DecompressObjectstreams,1.0,1.0,23,8.0,
5490,org.apache.pdfbox.tools.Decrypt,1.0,1.0,20,22.0,
5491,org.apache.pdfbox.tools.Encrypt,1.0,1.0,39,27.0,
5492,org.apache.pdfbox.tools.ExportFDF,1.0,1.0,19,12.0,
5493,org.apache.pdfbox.tools.ExportXFDF,1.0,1.0,19,12.0,
5494,org.apache.pdfbox.tools.ExtractImages,1.0,1.0,24,19.0,
5495,org.apache.pdfbox.tools.ExtractImages.ImageGraphicsEngine,3.0,11.0,72,50.0,
5496,org.apache.pdfbox.tools.ExtractText,1.0,2.0,73,47.0,
5497,org.apache.pdfbox.tools.ExtractXMP,1.0,1.0,24,17.0,
5498,org.apache.pdfbox.tools.FilteredTextStripper,4.0,1.0,4,3.0,
5499,org.apache.pdfbox.tools.ImageToPDF,1.0,1.0,38,32.0,
5500,org.apache.pdfbox.tools.ImportFDF,1.0,1.0,21,11.0,
5501,org.apache.pdfbox.tools.ImportXFDF,1.0,2.0,22,10.0,
5502,org.apache.pdfbox.tools.NullWriter,2.0,3.0,3,3.0,
5503,org.apache.pdfbox.tools.OverlayPDF,1.0,1.0,31,18.0,
5504,org.apache.pdfbox.tools.PDFBox,1.0,1.0,23,19.0,
5505,org.apache.pdfbox.tools.PDFMerger,1.0,1.0,12,6.0,
5506,org.apache.pdfbox.tools.PDFSplit,1.0,1.0,28,29.0,
5507,org.apache.pdfbox.tools.PDFText2HTML,4.0,6.0,42,26.0,
5508,org.apache.pdfbox.tools.PDFText2HTML.FontState,1.0,1.0,38,24.0,
5509,org.apache.pdfbox.tools.PDFToImage,1.0,1.0,43,43.0,
5510,org.apache.pdfbox.tools.PrintPDF,1.0,1.0,47,57.0,
5511,org.apache.pdfbox.tools.TestExtractText,3.0,1.0,8,1.0,
5512,org.apache.pdfbox.tools.TestPDFText2HTML,3.0,1.0,26,3.0,
5513,org.apache.pdfbox.tools.TestTextToPdf,3.0,6.0,32,7.0,
5514,org.apache.pdfbox.tools.TextToPDF,1.0,1.0,73,56.0,
5515,org.apache.pdfbox.tools.Version,1.0,1.0,9,6.0,
5516,org.apache.pdfbox.tools.WriteDecodedDoc,1.0,1.0,35,17.0,
5517,org.apache.pdfbox.tools.imageio.ImageIOUtil,1.0,1.0,70,33.0,
5518,org.apache.pdfbox.tools.imageio.JPEGUtil,1.0,1.0,14,8.0,
5519,org.apache.pdfbox.tools.imageio.MetaUtil,1.0,1.0,15,3.0,
5520,org.apache.pdfbox.tools.imageio.TIFFUtil,1.0,1.0,25,11.0,
5521,org.apache.pdfbox.tools.imageio.TestImageIOUtils,3.0,1.0,87,30.0,
5522,org.apache.pdfbox.util.Charsets,1.0,0.0,2,1.0,
5523,org.apache.pdfbox.util.DateConverter,1.0,1.0,54,51.0,
5524,org.apache.pdfbox.util.Hex,1.0,2.0,34,19.0,
5525,org.apache.pdfbox.util.IterativeMergeSort,1.0,1.0,12,14.0,
5526,org.apache.pdfbox.util.Matrix,1.0,3.0,78,59.0,
5527,org.apache.pdfbox.util.MatrixTest,1.0,11.0,49,23.0,
5528,org.apache.pdfbox.util.NumberFormatUtil,1.0,1.0,7,14.0,
5529,org.apache.pdfbox.util.SmallMap,1.0,1.0,31,42.0,
5530,org.apache.pdfbox.util.SmallMap.SmallMapEntry,1.0,1.0,9,8.0,
5531,org.apache.pdfbox.util.TestDateUtil,3.0,6.0,45,17.0,
5532,org.apache.pdfbox.util.TestHexUtil,3.0,5.0,21,6.0,
5533,org.apache.pdfbox.util.TestNumberFormatUtil,3.0,4.0,34,14.0,
5534,org.apache.pdfbox.util.TestSort,3.0,1.0,10,5.0,
5535,org.apache.pdfbox.util.Vector,1.0,1.0,5,5.0,
5536,org.apache.pdfbox.util.Version,1.0,1.0,8,2.0,
5537,org.apache.pdfbox.util.XMLUtil,1.0,2.0,22,6.0,
5538,org.apache.pdfbox.util.filetypedetector.ByteTrie,1.0,1.0,9,10.0,
5539,org.apache.pdfbox.util.filetypedetector.ByteTrie.ByteTrieNode,1.0,1.0,4,3.0,
5540,org.apache.pdfbox.util.filetypedetector.FileTypeDetector,1.0,1.0,13,5.0,
5541,org.apache.wink.client.MockHttpServer,2.0,9.0,47,28.0,
5542,org.apache.wink.client.MockHttpServer.HttpProcessor,1.0,1.0,65,43.0,
5543,org.apache.wink.client.MockHttpServer.MockHttpServerResponse,1.0,5.0,17,12.0,
5544,org.apache.xmpbox.DateConverter,1.0,1.0,48,42.0,
5545,org.apache.xmpbox.DateConverterTest,1.0,2.0,11,2.0,
5546,org.apache.xmpbox.DoubleSameTypeSchemaTest,1.0,1.0,23,3.0,
5547,org.apache.xmpbox.SaveMetadataHelperTest,1.0,2.0,11,2.0,
5548,org.apache.xmpbox.TestValidatePermitedMetadata,1.0,2.0,33,9.0,
5549,org.apache.xmpbox.TestXMPWithDefinedSchemas,1.0,2.0,9,3.0,
5550,org.apache.xmpbox.XMPMetaDataTest,1.0,4.0,42,6.0,
5551,org.apache.xmpbox.XMPMetadata,1.0,9.0,63,44.0,
5552,org.apache.xmpbox.XmpConstants,1.0,0.0,1,1.0,
5553,org.apache.xmpbox.parser.DeserializationTest,1.0,16.0,53,20.0,
5554,org.apache.xmpbox.parser.PropMappingTest,1.0,1.0,2,1.0,
5555,org.apache.xmpbox.schema.AbstractSchemaTester,2.0,1.0,63,33.0,
5556,org.apache.xmpbox.schema.AbstractXMPSchemaTest,1.0,1.0,80,75.0,
5557,org.apache.xmpbox.schema.AdobePDFErrorsTest,1.0,1.0,23,4.0,
5558,org.apache.xmpbox.schema.AdobePDFSchema,5.0,6.0,20,20.0,
5559,org.apache.xmpbox.schema.AdobePDFTest,2.0,2.0,26,5.0,
5560,org.apache.xmpbox.schema.BasicJobTicketSchemaTest,1.0,1.0,26,5.0,
5561,org.apache.xmpbox.schema.DublinCoreSchema,5.0,19.0,86,72.0,
5562,org.apache.xmpbox.schema.DublinCoreTest,3.0,3.0,9,4.0,
5563,org.apache.xmpbox.schema.ExifSchema,5.0,1.0,11,6.0,
5564,org.apache.xmpbox.schema.PDFAExtensionSchema,5.0,1.0,6,3.0,
5565,org.apache.xmpbox.schema.PDFAIdentificationOthersTest,1.0,1.0,20,4.0,
5566,org.apache.xmpbox.schema.PDFAIdentificationSchema,5.0,6.0,30,30.0,
5567,org.apache.xmpbox.schema.PDFAIdentificationTest,2.0,2.0,9,3.0,
5568,org.apache.xmpbox.schema.PhotoshopSchema,5.0,20.0,102,102.0,
5569,org.apache.xmpbox.schema.PhotoshopSchemaTest,3.0,3.0,9,4.0,
5570,org.apache.xmpbox.schema.TestExifXmp,1.0,2.0,25,2.0,
5571,org.apache.xmpbox.schema.TiffSchema,5.0,3.0,24,16.0,
5572,org.apache.xmpbox.schema.XMPBasicJobTicketSchema,5.0,1.0,27,11.0,
5573,org.apache.xmpbox.schema.XMPBasicSchema,5.0,12.0,74,61.0,
5574,org.apache.xmpbox.schema.XMPBasicTest,2.0,2.0,11,3.0,
5575,org.apache.xmpbox.schema.XMPMediaManagementSchema,5.0,19.0,74,75.0,
5576,org.apache.xmpbox.schema.XMPMediaManagementTest,2.0,2.0,10,3.0,
5577,org.apache.xmpbox.schema.XMPRightsManagementSchema,5.0,5.0,37,28.0,
5578,org.apache.xmpbox.schema.XMPSchema,4.0,7.0,110,145.0,
5579,org.apache.xmpbox.schema.XMPSchemaFactory,1.0,2.0,11,7.0,
5580,org.apache.xmpbox.schema.XMPSchemaTest,1.0,1.0,93,13.0,
5581,org.apache.xmpbox.schema.XMPageTextSchema,5.0,0.0,4,2.0,
5582,org.apache.xmpbox.schema.XmpRightsSchemaTest,2.0,2.0,12,3.0,
5583,org.apache.xmpbox.schema.XmpSchemaException,3.0,0.0,4,2.0,
5584,org.apache.xmpbox.type.AbstractComplexProperty,2.0,2.0,24,14.0,
5585,org.apache.xmpbox.type.AbstractField,1.0,5.0,19,9.0,
5586,org.apache.xmpbox.type.AbstractSimpleProperty,2.0,6.0,11,5.0,
5587,org.apache.xmpbox.type.AbstractStructuredType,3.0,4.0,29,19.0,
5588,org.apache.xmpbox.type.AbstractStructuredTypeTester,2.0,2.0,38,17.0,
5589,org.apache.xmpbox.type.AbstractTypeTester,1.0,4.0,28,18.0,
5590,org.apache.xmpbox.type.AgentNameType,4.0,0.0,2,1.0,
5591,org.apache.xmpbox.type.ArrayProperty,3.0,4.0,13,6.0,
5592,org.apache.xmpbox.type.Attribute,1.0,3.0,8,8.0,
5593,org.apache.xmpbox.type.AttributeTest,1.0,2.0,10,2.0,
5594,org.apache.xmpbox.type.BadFieldValueException,3.0,0.0,4,2.0,
5595,org.apache.xmpbox.type.BooleanType,3.0,1.0,10,9.0,
5596,org.apache.xmpbox.type.CFAPatternType,4.0,0.0,2,1.0,
5597,org.apache.xmpbox.type.ChoiceType,4.0,0.0,2,1.0,
5598,org.apache.xmpbox.type.ComplexPropertyContainer,1.0,1.0,20,24.0,
5599,org.apache.xmpbox.type.DateType,3.0,1.0,13,12.0,
5600,org.apache.xmpbox.type.DefinedStructuredType,4.0,1.0,8,4.0,
5601,org.apache.xmpbox.type.DeviceSettingsType,4.0,0.0,2,1.0,
5602,org.apache.xmpbox.type.DimensionsType,4.0,0.0,2,1.0,
5603,org.apache.xmpbox.type.FlashType,4.0,0.0,2,1.0,
5604,org.apache.xmpbox.type.GPSCoordinateType,4.0,0.0,2,1.0,
5605,org.apache.xmpbox.type.GUIDType,4.0,0.0,2,1.0,
5606,org.apache.xmpbox.type.IntegerType,3.0,1.0,8,6.0,
5607,org.apache.xmpbox.type.JobType,4.0,3.0,14,8.0,
5608,org.apache.xmpbox.type.LayerType,4.0,2.0,12,7.0,
5609,org.apache.xmpbox.type.LocaleType,4.0,0.0,2,1.0,
5610,org.apache.xmpbox.type.MIMEType,4.0,0.0,2,1.0,
5611,org.apache.xmpbox.type.OECFType,4.0,0.0,2,1.0,
5612,org.apache.xmpbox.type.PDFAFieldType,4.0,3.0,7,7.0,
5613,org.apache.xmpbox.type.PDFAPropertyType,4.0,4.0,8,9.0,
5614,org.apache.xmpbox.type.PDFASchemaType,4.0,4.0,9,7.0,
5615,org.apache.xmpbox.type.PDFATypeType,4.0,5.0,10,10.0,
5616,org.apache.xmpbox.type.PartType,4.0,0.0,2,1.0,
5617,org.apache.xmpbox.type.ProperNameType,4.0,0.0,2,1.0,
5618,org.apache.xmpbox.type.PropertiesDescription,1.0,1.0,9,4.0,
5619,org.apache.xmpbox.type.RationalType,4.0,0.0,2,1.0,
5620,org.apache.xmpbox.type.RealType,3.0,1.0,8,6.0,
5621,org.apache.xmpbox.type.RenditionClassType,4.0,0.0,2,1.0,
5622,org.apache.xmpbox.type.ResourceEventType,4.0,6.0,20,13.0,
5623,org.apache.xmpbox.type.ResourceRefType,4.0,16.0,48,51.0,
5624,org.apache.xmpbox.type.TestAbstractStructuredType,1.0,1.0,18,6.0,
5625,org.apache.xmpbox.type.TestAbstractStructuredType.MyStructuredType,4.0,0.0,2,1.0,
5626,org.apache.xmpbox.type.TestDerivedType,1.0,2.0,16,5.0,
5627,org.apache.xmpbox.type.TestJobType,3.0,3.0,9,4.0,
5628,org.apache.xmpbox.type.TestLayerType,3.0,3.0,9,4.0,
5629,org.apache.xmpbox.type.TestResourceEventType,3.0,3.0,9,4.0,
5630,org.apache.xmpbox.type.TestResourceRefType,3.0,3.0,9,4.0,
5631,org.apache.xmpbox.type.TestSimpleMetadataProperties,1.0,2.0,50,11.0,
5632,org.apache.xmpbox.type.TestThumbnailType,3.0,3.0,9,4.0,
5633,org.apache.xmpbox.type.TestVersionType,3.0,3.0,9,4.0,
5634,org.apache.xmpbox.type.TextType,3.0,1.0,6,5.0,
5635,org.apache.xmpbox.type.ThumbnailType,4.0,4.0,16,13.0,
5636,org.apache.xmpbox.type.TypeMapping,1.0,1.0,88,50.0,
5637,org.apache.xmpbox.type.URIType,4.0,0.0,2,1.0,
5638,org.apache.xmpbox.type.URLType,4.0,0.0,2,1.0,
5639,org.apache.xmpbox.type.VersionType,4.0,6.0,20,11.0,
5640,org.apache.xmpbox.type.XPathType,4.0,0.0,2,1.0,
5641,org.apache.xmpbox.xml.DomHelper,1.0,6.0,20,14.0,
5642,org.apache.xmpbox.xml.DomXmpParser,1.0,1.0,124,111.0,
5643,org.apache.xmpbox.xml.DomXmpParser.NamespaceFinder,1.0,1.0,16,7.0,
5644,org.apache.xmpbox.xml.PdfaExtensionHelper,1.0,2.0,66,44.0,
5645,org.apache.xmpbox.xml.XmpParsingException,3.0,1.0,5,3.0,
5646,org.apache.xmpbox.xml.XmpSerializationException,3.0,0.0,4,2.0,
5647,org.apache.xmpbox.xml.XmpSerializer,1.0,1.0,54,27.0,
5648,org.apache.fontbox.afm.AFMParser,1.0,1.0,108,99.0,2.0.30
5649,org.apache.fontbox.afm.AFMParserTest,1.0,1.0,7,1.0,2.0.30
5650,org.apache.fontbox.afm.CharMetric,1.0,14.0,31,29.0,2.0.30
5651,org.apache.fontbox.afm.Composite,1.0,2.0,7,5.0,2.0.30
5652,org.apache.fontbox.afm.CompositePart,1.0,3.0,6,6.0,2.0.30
5653,org.apache.fontbox.afm.FontMetrics,1.0,35.0,94,88.0,2.0.30
5654,org.apache.fontbox.afm.KernPair,1.0,4.0,8,8.0,2.0.30
5655,org.apache.fontbox.afm.Ligature,1.0,2.0,4,4.0,2.0.30
5656,org.apache.fontbox.afm.TrackKern,1.0,5.0,10,10.0,2.0.30
5657,org.apache.fontbox.cff.CFFCIDFont,2.0,6.0,40,29.0,2.0.30
5658,org.apache.fontbox.cff.CFFCIDFont.PrivateType1CharStringReader,1.0,1.0,2,1.0,2.0.30
5659,org.apache.fontbox.cff.CFFCharset,1.0,1.0,15,23.0,2.0.30
5660,org.apache.fontbox.cff.CFFDataInput,2.0,5.0,11,8.0,2.0.30
5661,org.apache.fontbox.cff.CFFEncoding,2.0,2.0,5,3.0,2.0.30
5662,org.apache.fontbox.cff.CFFExpertCharset,2.0,1.0,5,3.0,2.0.30
5663,org.apache.fontbox.cff.CFFExpertEncoding,3.0,1.0,3,3.0,2.0.30
5664,org.apache.fontbox.cff.CFFExpertSubsetCharset,2.0,1.0,5,3.0,2.0.30
5665,org.apache.fontbox.cff.CFFFont,1.0,8.0,25,15.0,2.0.30
5666,org.apache.fontbox.cff.CFFISOAdobeCharset,2.0,1.0,5,3.0,2.0.30
5667,org.apache.fontbox.cff.CFFOperator,1.0,3.0,18,12.0,2.0.30
5668,org.apache.fontbox.cff.CFFOperator.Key,1.0,1.0,11,9.0,2.0.30
5669,org.apache.fontbox.cff.CFFParser,1.0,1.0,127,138.0,2.0.30
5670,org.apache.fontbox.cff.CFFParser.CFFBuiltInEncoding,3.0,0.0,0,0.0,2.0.30
5671,org.apache.fontbox.cff.CFFParser.CFFBuiltInEncoding.Supplement,1.0,3.0,6,4.0,2.0.30
5672,org.apache.fontbox.cff.CFFParser.DictData,1.0,1.0,18,12.0,2.0.30
5673,org.apache.fontbox.cff.CFFParser.DictData.Entry,1.0,1.0,18,13.0,2.0.30
5674,org.apache.fontbox.cff.CFFParser.EmbeddedCharset,2.0,0.0,2,1.0,2.0.30
5675,org.apache.fontbox.cff.CFFParser.EmptyCharset,3.0,0.0,6,3.0,2.0.30
5676,org.apache.fontbox.cff.CFFParser.Format0Charset,3.0,0.0,5,2.0,2.0.30
5677,org.apache.fontbox.cff.CFFParser.Format0Encoding,4.0,0.0,4,1.0,2.0.30
5678,org.apache.fontbox.cff.CFFParser.Format0FDSelect,2.0,1.0,7,4.0,2.0.30
5679,org.apache.fontbox.cff.CFFParser.Format1Charset,3.0,1.0,14,10.0,2.0.30
5680,org.apache.fontbox.cff.CFFParser.Format1Encoding,4.0,0.0,4,1.0,2.0.30
5681,org.apache.fontbox.cff.CFFParser.Format2Charset,3.0,1.0,13,8.0,2.0.30
5682,org.apache.fontbox.cff.CFFParser.Format3FDSelect,2.0,1.0,7,8.0,2.0.30
5683,org.apache.fontbox.cff.CFFParser.Header,1.0,0.0,3,1.0,2.0.30
5684,org.apache.fontbox.cff.CFFParser.Range3,1.0,0.0,3,1.0,2.0.30
5685,org.apache.fontbox.cff.CFFParser.RangeMapping,1.0,1.0,8,8.0,2.0.30
5686,org.apache.fontbox.cff.CFFParserTest,1.0,1.0,16,5.0,2.0.30
5687,org.apache.fontbox.cff.CFFStandardEncoding,3.0,1.0,3,3.0,2.0.30
5688,org.apache.fontbox.cff.CFFStandardString,1.0,1.0,2,2.0,2.0.30
5689,org.apache.fontbox.cff.CFFType1Font,2.0,2.0,28,23.0,2.0.30
5690,org.apache.fontbox.cff.CFFType1Font.PrivateType1CharStringReader,1.0,1.0,2,1.0,2.0.30
5691,org.apache.fontbox.cff.CIDKeyedType2CharString,3.0,1.0,4,2.0,2.0.30
5692,org.apache.fontbox.cff.CharStringCommand,1.0,1.0,18,11.0,2.0.30
5693,org.apache.fontbox.cff.CharStringCommand.Key,1.0,1.0,9,12.0,2.0.30
5694,org.apache.fontbox.cff.CharStringHandler,1.0,1.0,6,4.0,2.0.30
5695,org.apache.fontbox.cff.DataInput,1.0,1.0,19,21.0,2.0.30
5696,org.apache.fontbox.cff.DataOutput,1.0,1.0,14,9.0,2.0.30
5697,org.apache.fontbox.cff.FDSelect,1.0,1.0,2,1.0,2.0.30
5698,org.apache.fontbox.cff.Type1CharString,1.0,1.0,55,66.0,2.0.30
5699,org.apache.fontbox.cff.Type1CharStringParser,1.0,1.0,29,29.0,2.0.30
5700,org.apache.fontbox.cff.Type1FontUtil,1.0,3.0,20,15.0,2.0.30
5701,org.apache.fontbox.cff.Type1FontUtilTest,3.0,1.0,17,11.0,2.0.30
5702,org.apache.fontbox.cff.Type2CharString,2.0,3.0,37,75.0,2.0.30
5703,org.apache.fontbox.cff.Type2CharStringParser,1.0,1.0,26,37.0,2.0.30
5704,org.apache.fontbox.cmap.CIDRange,1.0,1.0,4,7.0,2.0.30
5705,org.apache.fontbox.cmap.CMap,1.0,7.0,61,46.0,2.0.30
5706,org.apache.fontbox.cmap.CMapParser,1.0,1.0,72,122.0,2.0.30
5707,org.apache.fontbox.cmap.CMapParser.LiteralName,1.0,0.0,1,1.0,2.0.30
5708,org.apache.fontbox.cmap.CMapParser.Operator,1.0,0.0,1,1.0,2.0.30
5709,org.apache.fontbox.cmap.CodespaceRange,1.0,1.0,10,17.0,2.0.30
5710,org.apache.fontbox.cmap.TestCMap,3.0,2.0,13,2.0,2.0.30
5711,org.apache.fontbox.cmap.TestCMapParser,3.0,7.0,29,8.0,2.0.30
5712,org.apache.fontbox.cmap.TestCodespaceRange,3.0,3.0,10,3.0,2.0.30
5713,org.apache.fontbox.encoding.BuiltInEncoding,2.0,0.0,5,2.0,2.0.30
5714,org.apache.fontbox.encoding.Encoding,1.0,1.0,8,5.0,2.0.30
5715,org.apache.fontbox.encoding.MacRomanEncoding,2.0,0.0,3,2.0,2.0.30
5716,org.apache.fontbox.encoding.StandardEncoding,2.0,0.0,3,2.0,2.0.30
5717,org.apache.fontbox.pfb.PfbParser,1.0,2.0,25,21.0,2.0.30
5718,org.apache.fontbox.pfb.PfbParserTest,1.0,2.0,28,3.0,2.0.30
5719,org.apache.fontbox.ttf.BufferedRandomAccessFile,2.0,1.0,14,16.0,2.0.30
5720,org.apache.fontbox.ttf.BufferedRandomAccessFileTest,1.0,2.0,19,3.0,2.0.30
5721,org.apache.fontbox.ttf.CFFTable,2.0,1.0,9,3.0,2.0.30
5722,org.apache.fontbox.ttf.CFFTable.CFFBytesource,1.0,1.0,5,2.0,2.0.30
5723,org.apache.fontbox.ttf.CmapSubtable,1.0,1.0,56,88.0,2.0.30
5724,org.apache.fontbox.ttf.CmapSubtable.SubHeader,1.0,4.0,5,5.0,2.0.30
5725,org.apache.fontbox.ttf.CmapTable,2.0,1.0,12,9.0,2.0.30
5726,org.apache.fontbox.ttf.DigitalSignatureTable,2.0,0.0,2,1.0,2.0.30
