,Class,DIT,LCOM,RFC,WMC,Version
869,org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentMembershipDictionary,2.0,1.0,20,12.0,2.0.26
870,org.apache.pdfbox.pdmodel.graphics.optionalcontent.PDOptionalContentProperties,1.0,1.0,39,48.0,2.0.26
871,org.apache.pdfbox.pdmodel.graphics.optionalcontent.TestOptionalContentGroups,3.0,1.0,82,13.0,2.0.26
872,org.apache.pdfbox.pdmodel.graphics.pattern.PDAbstractPattern,1.0,3.0,26,14.0,2.0.26
873,org.apache.pdfbox.pdmodel.graphics.pattern.PDShadingPattern,2.0,3.0,14,11.0,2.0.26
874,org.apache.pdfbox.pdmodel.graphics.pattern.PDTilingPattern,2.0,9.0,37,22.0,2.0.26
875,org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingContext,2.0,1.0,41,24.0,2.0.26
876,org.apache.pdfbox.pdmodel.graphics.shading.AxialShadingPaint,2.0,2.0,9,3.0,2.0.26
877,org.apache.pdfbox.pdmodel.graphics.shading.CoonsPatch,2.0,2.0,19,19.0,2.0.26
878,org.apache.pdfbox.pdmodel.graphics.shading.CoordinateColorPair,1.0,0.0,2,1.0,2.0.26
879,org.apache.pdfbox.pdmodel.graphics.shading.CubicBezierCurve,1.0,3.0,13,9.0,2.0.26
880,org.apache.pdfbox.pdmodel.graphics.shading.GouraudShadingContext,3.0,1.0,11,5.0,2.0.26
881,org.apache.pdfbox.pdmodel.graphics.shading.IntPoint,3.0,0.0,7,7.0,2.0.26
882,org.apache.pdfbox.pdmodel.graphics.shading.Line,1.0,2.0,8,13.0,2.0.26
883,org.apache.pdfbox.pdmodel.graphics.shading.PDMeshBasedShadingType,4.0,2.0,42,23.0,2.0.26
884,org.apache.pdfbox.pdmodel.graphics.shading.PDShading,1.0,5.0,50,46.0,2.0.26
885,org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType1,2.0,4.0,17,9.0,2.0.26
886,org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType2,2.0,5.0,14,12.0,2.0.26
887,org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType3,3.0,2.0,5,3.0,2.0.26
888,org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType4,3.0,3.0,34,19.0,2.0.26
889,org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType5,3.0,3.0,31,17.0,2.0.26
890,org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType6,5.0,4.0,9,5.0,2.0.26
891,org.apache.pdfbox.pdmodel.graphics.shading.PDShadingType7,5.0,4.0,9,5.0,2.0.26
892,org.apache.pdfbox.pdmodel.graphics.shading.PDTriangleBasedShadingType,2.0,3.0,40,23.0,2.0.26
893,org.apache.pdfbox.pdmodel.graphics.shading.Patch,1.0,6.0,20,16.0,2.0.26
894,org.apache.pdfbox.pdmodel.graphics.shading.PatchMeshesShadingContext,3.0,1.0,11,5.0,2.0.26
895,org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingContext,2.0,1.0,44,33.0,2.0.26
896,org.apache.pdfbox.pdmodel.graphics.shading.RadialShadingPaint,2.0,2.0,9,3.0,2.0.26
897,org.apache.pdfbox.pdmodel.graphics.shading.ShadedTriangle,1.0,2.0,25,23.0,2.0.26
898,org.apache.pdfbox.pdmodel.graphics.shading.ShadingContext,1.0,4.0,14,9.0,2.0.26
899,org.apache.pdfbox.pdmodel.graphics.shading.ShadingPaint,1.0,2.0,3,3.0,2.0.26
900,org.apache.pdfbox.pdmodel.graphics.shading.TensorPatch,2.0,2.0,20,33.0,2.0.26
901,org.apache.pdfbox.pdmodel.graphics.shading.TriangleBasedShadingContext,2.0,3.0,35,22.0,2.0.26
902,org.apache.pdfbox.pdmodel.graphics.shading.Type1ShadingContext,2.0,1.0,25,12.0,2.0.26
903,org.apache.pdfbox.pdmodel.graphics.shading.Type1ShadingPaint,2.0,2.0,9,3.0,2.0.26
904,org.apache.pdfbox.pdmodel.graphics.shading.Type4ShadingContext,4.0,0.0,8,1.0,2.0.26
905,org.apache.pdfbox.pdmodel.graphics.shading.Type4ShadingPaint,2.0,2.0,9,3.0,2.0.26
906,org.apache.pdfbox.pdmodel.graphics.shading.Type5ShadingContext,4.0,0.0,7,1.0,2.0.26
907,org.apache.pdfbox.pdmodel.graphics.shading.Type5ShadingPaint,2.0,2.0,9,3.0,2.0.26
908,org.apache.pdfbox.pdmodel.graphics.shading.Type6ShadingContext,4.0,0.0,2,1.0,2.0.26
909,org.apache.pdfbox.pdmodel.graphics.shading.Type6ShadingPaint,2.0,2.0,9,3.0,2.0.26
910,org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingContext,4.0,0.0,2,1.0,2.0.26
911,org.apache.pdfbox.pdmodel.graphics.shading.Type7ShadingPaint,2.0,2.0,9,3.0,2.0.26
912,org.apache.pdfbox.pdmodel.graphics.shading.Vertex,1.0,0.0,8,4.0,2.0.26
913,org.apache.pdfbox.pdmodel.graphics.state.PDExtendedGraphicsState,1.0,1.0,102,84.0,2.0.26
914,org.apache.pdfbox.pdmodel.graphics.state.PDGraphicsState,1.0,23.0,82,64.0,2.0.26
915,org.apache.pdfbox.pdmodel.graphics.state.PDSoftMask,1.0,3.0,15,19.0,2.0.26
916,org.apache.pdfbox.pdmodel.graphics.state.PDTextState,1.0,9.0,21,19.0,2.0.26
917,org.apache.pdfbox.pdmodel.graphics.state.RenderingIntentTest,1.0,5.0,12,7.0,2.0.26
918,org.apache.pdfbox.pdmodel.interactive.action.PDAction,1.0,1.0,22,12.0,2.0.26
919,org.apache.pdfbox.pdmodel.interactive.action.PDActionEmbeddedGoTo,2.0,4.0,25,21.0,2.0.26
920,org.apache.pdfbox.pdmodel.interactive.action.PDActionFactory,1.0,1.0,18,17.0,2.0.26
921,org.apache.pdfbox.pdmodel.interactive.action.PDActionGoTo,2.0,1.0,14,7.0,2.0.26
922,org.apache.pdfbox.pdmodel.interactive.action.PDActionHide,2.0,1.0,12,6.0,2.0.26
923,org.apache.pdfbox.pdmodel.interactive.action.PDActionImportData,2.0,1.0,9,4.0,2.0.26
924,org.apache.pdfbox.pdmodel.interactive.action.PDActionJavaScript,2.0,1.0,11,7.0,2.0.26
925,org.apache.pdfbox.pdmodel.interactive.action.PDActionLaunch,2.0,1.0,33,26.0,2.0.26
926,org.apache.pdfbox.pdmodel.interactive.action.PDActionMovie,2.0,1.0,8,4.0,2.0.26
927,org.apache.pdfbox.pdmodel.interactive.action.PDActionNamed,2.0,1.0,8,4.0,2.0.26
928,org.apache.pdfbox.pdmodel.interactive.action.PDActionRemoteGoTo,2.0,1.0,25,19.0,2.0.26
929,org.apache.pdfbox.pdmodel.interactive.action.PDActionResetForm,2.0,1.0,12,7.0,2.0.26
930,org.apache.pdfbox.pdmodel.interactive.action.PDActionSound,2.0,1.0,25,21.0,2.0.26
931,org.apache.pdfbox.pdmodel.interactive.action.PDActionSubmitForm,2.0,1.0,16,9.0,2.0.26
932,org.apache.pdfbox.pdmodel.interactive.action.PDActionThread,2.0,1.0,14,8.0,2.0.26
933,org.apache.pdfbox.pdmodel.interactive.action.PDActionURI,2.0,1.0,19,12.0,2.0.26
934,org.apache.pdfbox.pdmodel.interactive.action.PDActionURITest,1.0,3.0,12,4.0,2.0.26
935,org.apache.pdfbox.pdmodel.interactive.action.PDAdditionalActions,1.0,1.0,9,5.0,2.0.26
936,org.apache.pdfbox.pdmodel.interactive.action.PDAnnotationAdditionalActions,1.0,1.0,29,33.0,2.0.26
937,org.apache.pdfbox.pdmodel.interactive.action.PDDocumentCatalogAdditionalActions,1.0,1.0,17,18.0,2.0.26
938,org.apache.pdfbox.pdmodel.interactive.action.PDFormFieldAdditionalActions,1.0,1.0,15,15.0,2.0.26
939,org.apache.pdfbox.pdmodel.interactive.action.PDPageAdditionalActions,1.0,1.0,13,9.0,2.0.26
940,org.apache.pdfbox.pdmodel.interactive.action.PDTargetDirectory,1.0,1.0,32,27.0,2.0.26
941,org.apache.pdfbox.pdmodel.interactive.action.PDURIDictionary,1.0,1.0,8,5.0,2.0.26
942,org.apache.pdfbox.pdmodel.interactive.action.PDWindowsLaunchParams,1.0,1.0,15,11.0,2.0.26
943,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotation,1.0,3.0,108,87.0,2.0.26
944,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationFileAttachment,3.0,3.0,14,7.0,2.0.26
945,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLine,3.0,11.0,56,41.0,2.0.26
946,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationLink,2.0,8.0,36,22.0,2.0.26
947,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationMarkup,2.0,27.0,108,89.0,2.0.26
948,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationPopup,2.0,3.0,14,6.0,2.0.26
949,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationRubberStamp,3.0,1.0,8,4.0,2.0.26
950,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationSquareCircle,3.0,5.0,41,25.0,2.0.26
951,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationTest,1.0,1.0,12,2.0,2.0.26
952,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationText,3.0,6.0,25,14.0,2.0.26
953,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationTextMarkup,3.0,2.0,25,17.0,2.0.26
954,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationUnknown,2.0,0.0,2,1.0,2.0.26
955,org.apache.pdfbox.pdmodel.interactive.annotation.PDAnnotationWidget,2.0,6.0,27,19.0,2.0.26
956,org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceCharacteristicsDictionary,1.0,1.0,29,26.0,2.0.26
957,org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceDictionary,1.0,1.0,17,15.0,2.0.26
958,org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceEntry,1.0,1.0,14,11.0,2.0.26
959,org.apache.pdfbox.pdmodel.interactive.annotation.PDAppearanceStream,3.0,0.0,4,2.0,2.0.26
960,org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderEffectDictionary,1.0,1.0,12,7.0,2.0.26
961,org.apache.pdfbox.pdmodel.interactive.annotation.PDBorderStyleDictionary,1.0,1.0,20,12.0,2.0.26
962,org.apache.pdfbox.pdmodel.interactive.annotation.PDExternalDataDictionary,1.0,1.0,10,6.0,2.0.26
963,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.AnnotationBorder,1.0,1.0,12,11.0,2.0.26
964,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.CloudyBorder,1.0,1.0,74,116.0,2.0.26
965,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDAbstractAppearanceHandler,1.0,4.0,78,46.0,2.0.26
966,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDCaretAppearanceHandler,2.0,1.0,40,7.0,2.0.26
967,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDCircleAppearanceHandler,2.0,1.0,56,11.0,2.0.26
968,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDFileAttachmentAppearanceHandler,2.0,1.0,30,7.0,2.0.26
969,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDFreeTextAppearanceHandler,2.0,1.0,121,49.0,2.0.26
970,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDHighlightAppearanceHandler,2.0,1.0,53,18.0,2.0.26
971,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDInkAppearanceHandler,2.0,1.0,39,15.0,2.0.26
972,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDLineAppearanceHandler,2.0,1.0,71,27.0,2.0.26
973,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDLinkAppearanceHandler,2.0,1.0,40,20.0,2.0.26
974,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDPolygonAppearanceHandler,2.0,1.0,60,23.0,2.0.26
975,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDPolylineAppearanceHandler,2.0,2.0,60,25.0,2.0.26
976,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDSoundAppearanceHandler,2.0,1.0,8,6.0,2.0.26
977,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDSquareAppearanceHandler,2.0,1.0,52,11.0,2.0.26
978,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDSquigglyAppearanceHandler,2.0,1.0,67,12.0,2.0.26
979,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDStrikeoutAppearanceHandler,2.0,1.0,41,15.0,2.0.26
980,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDTextAppearanceHandler,2.0,1.0,92,51.0,2.0.26
981,org.apache.pdfbox.pdmodel.interactive.annotation.handlers.PDUnderlineAppearanceHandler,2.0,1.0,41,15.0,2.0.26
982,org.apache.pdfbox.pdmodel.interactive.annotation.layout.AppearanceStyle,1.0,2.0,6,6.0,2.0.26
983,org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText,1.0,1.0,10,6.0,2.0.26
984,org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.Line,1.0,1.0,18,8.0,2.0.26
985,org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.Paragraph,1.0,1.0,22,6.0,2.0.26
986,org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.TextAttribute,2.0,0.0,2,1.0,2.0.26
987,org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainText.Word,1.0,2.0,4,4.0,2.0.26
988,org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainTextFormatter,1.0,1.0,22,19.0,2.0.26
989,org.apache.pdfbox.pdmodel.interactive.annotation.layout.PlainTextFormatter.Builder,1.0,7.0,11,9.0,2.0.26
990,org.apache.pdfbox.pdmodel.interactive.digitalsignature.COSFilterInputStream,3.0,2.0,18,15.0,2.0.26
991,org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuild,1.0,1.0,14,12.0,2.0.26
992,org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDPropBuildDataDict,1.0,1.0,40,24.0,2.0.26
993,org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValue,1.0,1.0,62,55.0,2.0.26
994,org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueCertificate,1.0,1.0,73,65.0,2.0.26
995,org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueMDP,1.0,1.0,10,6.0,2.0.26
996,org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSeedValueTimeStamp,1.0,1.0,13,8.0,2.0.26
997,org.apache.pdfbox.pdmodel.interactive.digitalsignature.PDSignature,1.0,1.0,62,40.0,2.0.26
998,org.apache.pdfbox.pdmodel.interactive.digitalsignature.SignatureOptions,1.0,3.0,19,14.0,2.0.26
999,org.apache.pdfbox.pdmodel.interactive.digitalsignature.SigningSupport,1.0,1.0,7,5.0,2.0.26
1000,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateCreator,1.0,1.0,65,4.0,2.0.26
1001,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDFTemplateStructure,1.0,26.0,61,55.0,2.0.26
1002,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigBuilder,1.0,1.0,142,34.0,2.0.26
1003,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSigProperties,1.0,7.0,20,17.0,2.0.26
1004,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible.PDVisibleSignDesigner,1.0,5.0,72,49.0,2.0.26
1005,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDDestination,1.0,1.0,13,10.0,2.0.26
1006,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDNamedDestination,2.0,1.0,10,10.0,2.0.26
1007,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageDestination,2.0,1.0,23,23.0,2.0.26
1008,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitDestination,3.0,1.0,9,5.0,2.0.26
1009,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitHeightDestination,3.0,1.0,14,8.0,2.0.26
1010,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitRectangleDestination,3.0,1.0,16,14.0,2.0.26
1011,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageFitWidthDestination,3.0,1.0,14,8.0,2.0.26
1012,org.apache.pdfbox.pdmodel.interactive.documentnavigation.destination.PDPageXYZDestination,3.0,1.0,17,12.0,2.0.26
1013,org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDDocumentOutline,3.0,3.0,9,5.0,2.0.26
1014,org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDDocumentOutlineTest,1.0,2.0,9,2.0,2.0.26
1015,org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItem,3.0,6.0,63,40.0,2.0.26
1016,org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItemIterator,1.0,2.0,8,8.0,2.0.26
1017,org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItemIteratorTest,1.0,4.0,13,4.0,2.0.26
1018,org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineItemTest,1.0,1.0,27,15.0,2.0.26
1019,org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineNode,2.0,1.0,41,36.0,2.0.26
1020,org.apache.pdfbox.pdmodel.interactive.documentnavigation.outline.PDOutlineNodeTest,1.0,3.0,47,30.0,2.0.26
1021,org.apache.pdfbox.pdmodel.interactive.form.AcroFormsRotationTest,1.0,1.0,19,4.0,2.0.26
1022,org.apache.pdfbox.pdmodel.interactive.form.AlignmentTest,1.0,1.0,18,4.0,2.0.26
1023,org.apache.pdfbox.pdmodel.interactive.form.AppearanceGeneratorHelper,1.0,1.0,207,98.0,2.0.26
1024,org.apache.pdfbox.pdmodel.interactive.form.AppearanceStyle,1.0,2.0,6,6.0,2.0.26
1025,org.apache.pdfbox.pdmodel.interactive.form.CombAlignmentTest,1.0,1.0,17,3.0,2.0.26
1026,org.apache.pdfbox.pdmodel.interactive.form.ControlCharacterTest,1.0,1.0,30,14.0,2.0.26
1027,org.apache.pdfbox.pdmodel.interactive.form.FieldUtils,1.0,4.0,17,13.0,2.0.26
1028,org.apache.pdfbox.pdmodel.interactive.form.FieldUtils.KeyValue,1.0,2.0,4,4.0,2.0.26
1029,org.apache.pdfbox.pdmodel.interactive.form.FieldUtils.KeyValueKeyComparator,1.0,1.0,2,1.0,2.0.26
1030,org.apache.pdfbox.pdmodel.interactive.form.FieldUtils.KeyValueValueComparator,1.0,1.0,2,1.0,2.0.26
1031,org.apache.pdfbox.pdmodel.interactive.form.HandleDifferentDALevelsTest,1.0,1.0,30,12.0,2.0.26
1032,org.apache.pdfbox.pdmodel.interactive.form.MultilineFieldsTest,1.0,1.0,38,14.0,2.0.26
1033,org.apache.pdfbox.pdmodel.interactive.form.PDAcroForm,1.0,3.0,133,85.0,2.0.26
1034,org.apache.pdfbox.pdmodel.interactive.form.PDAcroFormFlattenTest,1.0,1.0,59,30.0,2.0.26
1035,org.apache.pdfbox.pdmodel.interactive.form.PDAcroFormFromAnnotsTest,1.0,3.0,39,14.0,2.0.26
1036,org.apache.pdfbox.pdmodel.interactive.form.PDAcroFormFromAnnotsTest.CreateFieldsFixup,2.0,1.0,5,2.0,2.0.26
1037,org.apache.pdfbox.pdmodel.interactive.form.PDAcroFormGenerateAppearancesTest,1.0,3.0,10,3.0,2.0.26
1038,org.apache.pdfbox.pdmodel.interactive.form.PDAcroFormTest,1.0,5.0,86,22.0,2.0.26
1039,org.apache.pdfbox.pdmodel.interactive.form.PDButton,3.0,2.0,62,48.0,2.0.26
1040,org.apache.pdfbox.pdmodel.interactive.form.PDButtonTest,1.0,1.0,74,26.0,2.0.26
1041,org.apache.pdfbox.pdmodel.interactive.form.PDCheckBox,4.0,1.0,19,10.0,2.0.26
1042,org.apache.pdfbox.pdmodel.interactive.form.PDChoice,4.0,2.0,63,42.0,2.0.26
1043,org.apache.pdfbox.pdmodel.interactive.form.PDChoiceTest,1.0,1.0,24,6.0,2.0.26
1044,org.apache.pdfbox.pdmodel.interactive.form.PDComboBox,5.0,2.0,16,6.0,2.0.26
1045,org.apache.pdfbox.pdmodel.interactive.form.PDDefaultAppearanceString,1.0,1.0,40,35.0,2.0.26
1046,org.apache.pdfbox.pdmodel.interactive.form.PDDefaultAppearanceStringTest,1.0,1.0,16,4.0,2.0.26
1047,org.apache.pdfbox.pdmodel.interactive.form.PDField,1.0,5.0,60,45.0,2.0.26
1048,org.apache.pdfbox.pdmodel.interactive.form.PDFieldFactory,1.0,1.0,22,18.0,2.0.26
1049,org.apache.pdfbox.pdmodel.interactive.form.PDFieldTree,1.0,1.0,5,3.0,2.0.26
1050,org.apache.pdfbox.pdmodel.interactive.form.PDFieldTree.FieldIterator,1.0,2.0,20,10.0,2.0.26
1051,org.apache.pdfbox.pdmodel.interactive.form.PDFieldTreeTest,1.0,1.0,10,2.0,2.0.26
1052,org.apache.pdfbox.pdmodel.interactive.form.PDListBox,5.0,2.0,13,6.0,2.0.26
1053,org.apache.pdfbox.pdmodel.interactive.form.PDNonTerminalField,2.0,5.0,49,27.0,2.0.26
1054,org.apache.pdfbox.pdmodel.interactive.form.PDPushButton,4.0,6.0,17,10.0,2.0.26
1055,org.apache.pdfbox.pdmodel.interactive.form.PDRadioButton,4.0,3.0,22,11.0,2.0.26
1056,org.apache.pdfbox.pdmodel.interactive.form.PDSignatureField,3.0,6.0,43,23.0,2.0.26
1057,org.apache.pdfbox.pdmodel.interactive.form.PDSignatureFieldTest,1.0,2.0,26,4.0,2.0.26
1058,org.apache.pdfbox.pdmodel.interactive.form.PDTerminalField,2.0,6.0,43,24.0,2.0.26
1059,org.apache.pdfbox.pdmodel.interactive.form.PDTextField,4.0,4.0,38,24.0,2.0.26
1060,org.apache.pdfbox.pdmodel.interactive.form.PDTextFieldTest,1.0,1.0,15,3.0,2.0.26
1061,org.apache.pdfbox.pdmodel.interactive.form.PDVariableText,3.0,4.0,28,20.0,2.0.26
1062,org.apache.pdfbox.pdmodel.interactive.form.PDXFAResource,1.0,1.0,16,11.0,2.0.26
1063,org.apache.pdfbox.pdmodel.interactive.form.PlainText,1.0,1.0,11,7.0,2.0.26
1064,org.apache.pdfbox.pdmodel.interactive.form.PlainText.Line,1.0,1.0,18,8.0,2.0.26
1065,org.apache.pdfbox.pdmodel.interactive.form.PlainText.Paragraph,1.0,1.0,24,10.0,2.0.26
1066,org.apache.pdfbox.pdmodel.interactive.form.PlainText.TextAttribute,2.0,0.0,2,1.0,2.0.26
1067,org.apache.pdfbox.pdmodel.interactive.form.PlainText.Word,1.0,2.0,4,4.0,2.0.26
1068,org.apache.pdfbox.pdmodel.interactive.form.PlainTextFormatter,1.0,1.0,22,19.0,2.0.26
1069,org.apache.pdfbox.pdmodel.interactive.form.PlainTextFormatter.Builder,1.0,7.0,11,9.0,2.0.26
1070,org.apache.pdfbox.pdmodel.interactive.form.PlainTextTest,1.0,6.0,10,6.0,2.0.26
1071,org.apache.pdfbox.pdmodel.interactive.form.TestCheckBox,3.0,4.0,54,6.0,2.0.26
1072,org.apache.pdfbox.pdmodel.interactive.form.TestFields,3.0,4.0,45,9.0,2.0.26
1073,org.apache.pdfbox.pdmodel.interactive.form.TestListBox,3.0,3.0,41,5.0,2.0.26
1074,org.apache.pdfbox.pdmodel.interactive.form.TestRadioButtons,1.0,9.0,62,10.0,2.0.26
1075,org.apache.pdfbox.pdmodel.interactive.measurement.PDMeasureDictionary,1.0,2.0,9,6.0,2.0.26
1076,org.apache.pdfbox.pdmodel.interactive.measurement.PDNumberFormatDictionary,1.0,2.0,37,26.0,2.0.26
1077,org.apache.pdfbox.pdmodel.interactive.measurement.PDRectlinearMeasureDictionary,2.0,16.0,38,39.0,2.0.26
1078,org.apache.pdfbox.pdmodel.interactive.measurement.PDViewportDictionary,1.0,2.0,17,12.0,2.0.26
1079,org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThread,1.0,1.0,14,10.0,2.0.26
1080,org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDThreadBead,1.0,1.0,23,17.0,2.0.26
1081,org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransition,2.0,7.0,30,17.0,2.0.26
1082,org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionDirectionTest,1.0,1.0,6,1.0,2.0.26
1083,org.apache.pdfbox.pdmodel.interactive.pagenavigation.PDTransitionTest,1.0,6.0,36,10.0,2.0.26
1084,org.apache.pdfbox.pdmodel.interactive.viewerpreferences.PDViewerPreferences,1.0,1.0,42,36.0,2.0.26
1085,org.apache.pdfbox.preflight.Benchmark,1.0,1.0,32,7.0,2.0.26
1086,org.apache.pdfbox.preflight.PreflightConfiguration,1.0,3.0,30,25.0,2.0.26
1087,org.apache.pdfbox.preflight.PreflightContext,1.0,10.0,38,30.0,2.0.26
1088,org.apache.pdfbox.preflight.PreflightDocument,2.0,3.0,23,19.0,2.0.26
1089,org.apache.pdfbox.preflight.PreflightPath,1.0,1.0,21,14.0,2.0.26
1090,org.apache.pdfbox.preflight.TestInvalidDirectory,1.0,2.0,25,11.0,2.0.26
1091,org.apache.pdfbox.preflight.TestIsartorBavaria,1.0,2.0,63,32.0,2.0.26
1092,org.apache.pdfbox.preflight.TestPDFBox3741,1.0,1.0,16,1.0,2.0.26
1093,org.apache.pdfbox.preflight.TestPreflightConfiguration,1.0,2.0,18,8.0,2.0.26
1094,org.apache.pdfbox.preflight.TestPreflightPath,1.0,2.0,16,2.0,2.0.26
1095,org.apache.pdfbox.preflight.TestValidDirectory,1.0,2.0,25,11.0,2.0.26
1096,org.apache.pdfbox.preflight.ValidationResult,1.0,2.0,14,15.0,2.0.26
1097,org.apache.pdfbox.preflight.ValidationResult.ValidationError,1.0,6.0,25,46.0,2.0.26
1098,org.apache.pdfbox.preflight.Validator_A1b,1.0,1.0,57,22.0,2.0.26
1099,org.apache.pdfbox.preflight.action.AbstractActionManager,1.0,1.0,11,11.0,2.0.26
1100,org.apache.pdfbox.preflight.action.ActionManagerFactory,1.0,1.0,38,25.0,2.0.26
1101,org.apache.pdfbox.preflight.action.GoToAction,2.0,1.0,7,3.0,2.0.26
1102,org.apache.pdfbox.preflight.action.GoToRemoteAction,3.0,1.0,18,10.0,2.0.26
1103,org.apache.pdfbox.preflight.action.HideAction,2.0,1.0,12,5.0,2.0.26
1104,org.apache.pdfbox.preflight.action.InvalidAction,2.0,1.0,5,2.0,2.0.26
1105,org.apache.pdfbox.preflight.action.NamedAction,2.0,1.0,7,4.0,2.0.26
1106,org.apache.pdfbox.preflight.action.SubmitAction,2.0,1.0,6,3.0,2.0.26
1107,org.apache.pdfbox.preflight.action.ThreadAction,2.0,1.0,11,4.0,2.0.26
1108,org.apache.pdfbox.preflight.action.UndefAction,2.0,1.0,5,2.0,2.0.26
1109,org.apache.pdfbox.preflight.action.UriAction,2.0,1.0,9,4.0,2.0.26
1110,org.apache.pdfbox.preflight.action.pdfa1b.AbstractTestAction,1.0,1.0,29,11.0,2.0.26
1111,org.apache.pdfbox.preflight.action.pdfa1b.TestForbiddenAction,2.0,1.0,11,7.0,2.0.26
1112,org.apache.pdfbox.preflight.action.pdfa1b.TestGotoAction,2.0,3.0,7,5.0,2.0.26
